anime_id,name,genre,type,episodes,text
10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,"Kimi to Boku. [TYPE] TV [GENRE] Comedy, Drama, Romance, School, Shounen, Slice of Life [EP] 13"
17909,Uchouten Kazoku,"Comedy, Drama, Fantasy, Slice of Life",TV,13,"Uchouten Kazoku [TYPE] TV [GENRE] Comedy, Drama, Fantasy, Slice of Life [EP] 13"
4021,Seiyou Kottou Yougashiten: Antique,"Comedy, Shoujo, Shounen Ai",TV,12,"Seiyou Kottou Yougashiten: Antique [TYPE] TV [GENRE] Comedy, Shoujo, Shounen Ai [EP] 12"
26165,Yuri Kuma Arashi,"Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,12,"Yuri Kuma Arashi [TYPE] TV [GENRE] Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai [EP] 12"
8247,Bleach Movie 4: Jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1,"Bleach Movie 4: Jigoku-hen [TYPE] Movie [GENRE] Action, Comedy, Shounen, Super Power, Supernatural [EP] 1"
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,2,"Gintama: Yorinuki Gintama-san on Theater 2D [TYPE] Movie [GENRE] Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen [EP] 2"
20583,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",TV,25,"Haikyuu!! [TYPE] TV [GENRE] Comedy, Drama, School, Shounen, Sports [EP] 25"
17074,Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire",TV,26,"Monogatari Series: Second Season [TYPE] TV [GENRE] Comedy, Mystery, Romance, Supernatural, Vampire [EP] 26"
6867,Halo Legends,"Action, Drama, Military, Sci-Fi",ONA,9,"Halo Legends [TYPE] ONA [GENRE] Action, Drama, Military, Sci-Fi [EP] 9"
1104,Shinkon Gattai Godannar!! 2nd Season,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,"Shinkon Gattai Godannar!! 2nd Season [TYPE] TV [GENRE] Comedy, Ecchi, Mecha, Romance, Sci-Fi [EP] 13"
3446,Biohazard: Degeneration,"Action, Horror, Sci-Fi",Movie,1,"Biohazard: Degeneration [TYPE] Movie [GENRE] Action, Horror, Sci-Fi [EP] 1"
8934,Star Driver: Kagayaki no Takuto,"Action, Mecha, Romance, Shounen",TV,25,"Star Driver: Kagayaki no Takuto [TYPE] TV [GENRE] Action, Mecha, Romance, Shounen [EP] 25"
14075,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,"Zetsuen no Tempest [TYPE] TV [GENRE] Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen [EP] 24"
317,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1,"Final Fantasy VII: Advent Children [TYPE] Movie [GENRE] Action, Fantasy, Super Power [EP] 1"
22043,Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,"Fairy Tail (2014) [TYPE] TV [GENRE] Action, Adventure, Comedy, Fantasy, Magic, Shounen [EP] 102"
390,Suzuka,"Drama, Romance, Sports",TV,26,"Suzuka [TYPE] TV [GENRE] Drama, Romance, Sports [EP] 26"
3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",Movie,1,"Evangelion: 2.0 You Can (Not) Advance [TYPE] Movie [GENRE] Action, Mecha, Sci-Fi [EP] 1"
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Seinen, Thriller",TV,26,"Gyakkyou Burai Kaiji: Ultimate Survivor [TYPE] TV [GENRE] Game, Psychological, Seinen, Thriller [EP] 26"
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,"Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural",Movie,1,"Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou [TYPE] Movie [GENRE] Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural [EP] 1"
17827,Daitoshokan no Hitsujikai,"Harem, Romance, School",TV,12,"Daitoshokan no Hitsujikai [TYPE] TV [GENRE] Harem, Romance, School [EP] 12"
18679,Kill la Kill,"Action, Comedy, School, Super Power",TV,24,"Kill la Kill [TYPE] TV [GENRE] Action, Comedy, School, Super Power [EP] 24"
10067,Angel Beats!: Another Epilogue,"Drama, School, Supernatural",Special,1,"Angel Beats!: Another Epilogue [TYPE] Special [GENRE] Drama, School, Supernatural [EP] 1"
14131,Girls und Panzer,"Military, School",TV,12,"Girls und Panzer [TYPE] TV [GENRE] Military, School [EP] 12"
30383,Classroom☆Crisis,"School, Sci-Fi",TV,13,"Classroom☆Crisis [TYPE] TV [GENRE] School, Sci-Fi [EP] 13"
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Drama, Historical, Martial Arts, Romance, Samurai",OVA,4,"Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen [TYPE] OVA [GENRE] Action, Drama, Historical, Martial Arts, Romance, Samurai [EP] 4"
5060,Hetalia Axis Powers,"Comedy, Historical, Parody",ONA,52,"Hetalia Axis Powers [TYPE] ONA [GENRE] Comedy, Historical, Parody [EP] 52"
8740,One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,"One Piece Film: Strong World Episode 0 [TYPE] OVA [GENRE] Action, Adventure, Comedy, Fantasy, Shounen, Super Power [EP] 1"
2847,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,"Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai [TYPE] Movie [GENRE] Action, Adventure, Comedy, Drama, Fantasy, Kids [EP] 1"
252,Madlax,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,"Madlax [TYPE] TV [GENRE] Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural [EP] 26"
28999,Charlotte,"Drama, School, Super Power",TV,13,"Charlotte [TYPE] TV [GENRE] Drama, School, Super Power [EP] 13"
16524,Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13,"Suisei no Gargantia [TYPE] TV [GENRE] Action, Adventure, Mecha, Sci-Fi [EP] 13"
15225,Hentai Ouji to Warawanai Neko.,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,12,"Hentai Ouji to Warawanai Neko. [TYPE] TV [GENRE] Comedy, Harem, Romance, School, Seinen, Supernatural [EP] 12"
19285,Shingeki no Kyojin: Ano Hi Kara,"Action, Drama, Fantasy, Shounen, Super Power",Special,1,"Shingeki no Kyojin: Ano Hi Kara [TYPE] Special [GENRE] Action, Drama, Fantasy, Shounen, Super Power [EP] 1"
11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,"Papa no Iukoto wo Kikinasai! [TYPE] TV [GENRE] Comedy, Romance, Slice of Life [EP] 12"
89,Mobile Suit Victory Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,51,"Mobile Suit Victory Gundam [TYPE] TV [GENRE] Drama, Mecha, Military, Sci-Fi, Space [EP] 51"
8507,Ikkitousen: Xtreme Xecutor Specials,"Comedy, Ecchi",Special,6,"Ikkitousen: Xtreme Xecutor Specials [TYPE] Special [GENRE] Comedy, Ecchi [EP] 6"
31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,"Re:Zero kara Hajimeru Isekai Seikatsu [TYPE] TV [GENRE] Drama, Fantasy, Psychological, Thriller [EP] 25"
2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,"Mobile Suit Gundam 00 [TYPE] TV [GENRE] Action, Drama, Mecha, Military, Sci-Fi, Space [EP] 25"
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,"Game, Psychological, Seinen, Thriller",TV,26,"Gyakkyou Burai Kaiji: Hakairoku-hen [TYPE] TV [GENRE] Game, Psychological, Seinen, Thriller [EP] 26"
601,Nekojiru-sou,"Comedy, Dementia, Psychological",OVA,1,"Nekojiru-sou [TYPE] OVA [GENRE] Comedy, Dementia, Psychological [EP] 1"
3653,Kurogane no Linebarrels,"Action, Mecha, Sci-Fi",TV,24,"Kurogane no Linebarrels [TYPE] TV [GENRE] Action, Mecha, Sci-Fi [EP] 24"
14741,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,"Chuunibyou demo Koi ga Shitai! [TYPE] TV [GENRE] Comedy, Drama, Romance, School, Slice of Life [EP] 12"
12187,Carnival Phantasm EX Season,"Comedy, Supernatural",OVA,1,"Carnival Phantasm EX Season [TYPE] OVA [GENRE] Comedy, Supernatural [EP] 1"
6794,Kurokami: Tora to Tsubasa,"Action, Martial Arts, Super Power",Special,1,"Kurokami: Tora to Tsubasa [TYPE] Special [GENRE] Action, Martial Arts, Super Power [EP] 1"
25397,Absolute Duo,"Action, Ecchi, Harem, Romance, School, Supernatural",TV,12,"Absolute Duo [TYPE] TV [GENRE] Action, Ecchi, Harem, Romance, School, Supernatural [EP] 12"
30901,Utawarerumono: Itsuwari no Kamen,"Action, Drama, Fantasy",TV,25,"Utawarerumono: Itsuwari no Kamen [TYPE] TV [GENRE] Action, Drama, Fantasy [EP] 25"
149,Loveless,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",TV,12,"Loveless [TYPE] TV [GENRE] Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural [EP] 12"
11933,Oda Nobuna no Yabou,"Comedy, Historical, Romance",TV,12,"Oda Nobuna no Yabou [TYPE] TV [GENRE] Comedy, Historical, Romance [EP] 12"
1787,Viper GTS,"Demons, Hentai",OVA,3,"Viper GTS [TYPE] OVA [GENRE] Demons, Hentai [EP] 3"
9289,Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,26,"Hanasaku Iroha [TYPE] TV [GENRE] Comedy, Drama, Seinen, Slice of Life [EP] 26"
7103,Miracle☆Train: Oedo-sen e Youkoso,"Fantasy, Shoujo",TV,13,"Miracle☆Train: Oedo-sen e Youkoso [TYPE] TV [GENRE] Fantasy, Shoujo [EP] 13"
1565,Pokemon Diamond &amp; Pearl,"Action, Adventure, Comedy, Fantasy, Kids",TV,191,"Pokemon Diamond &amp; Pearl [TYPE] TV [GENRE] Action, Adventure, Comedy, Fantasy, Kids [EP] 191"
3091,xxxHOLiC Kei,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,13,"xxxHOLiC Kei [TYPE] TV [GENRE] Comedy, Drama, Mystery, Psychological, Supernatural [EP] 13"
10465,Manyuu Hikenchou,"Action, Comedy, Ecchi, Samurai, Seinen",TV,12,"Manyuu Hikenchou [TYPE] TV [GENRE] Action, Comedy, Ecchi, Samurai, Seinen [EP] 12"
32491,Kanojo to Kanojo no Neko: Everything Flows,"Psychological, Romance, Slice of Life",TV,4,"Kanojo to Kanojo no Neko: Everything Flows [TYPE] TV [GENRE] Psychological, Romance, Slice of Life [EP] 4"
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Comedy, Ecchi, Romance, Shounen, Supernatural",TV,12,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. [TYPE] TV [GENRE] Comedy, Ecchi, Romance, Shounen, Supernatural [EP] 12"
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",TV,13,"Devil Survivor 2 The Animation [TYPE] TV [GENRE] Action, Demons, Supernatural [EP] 13"
8557,Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,"Shinryaku! Ika Musume [TYPE] TV [GENRE] Comedy, Shounen, Slice of Life [EP] 12"
30831,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,10,"Kono Subarashii Sekai ni Shukufuku wo! [TYPE] TV [GENRE] Adventure, Comedy, Fantasy, Supernatural [EP] 10"
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,"Detective Conan Movie 07: Crossroad in the Ancient Capital [TYPE] Movie [GENRE] Adventure, Comedy, Mystery, Police, Shounen [EP] 1"
3457,Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,"Vampire Knight [TYPE] TV [GENRE] Drama, Mystery, Romance, Shoujo, Supernatural, Vampire [EP] 13"
7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",TV,12,"Aoi Bungaku Series [TYPE] TV [GENRE] Drama, Historical, Psychological, Seinen, Thriller [EP] 12"
13655,Little Busters!,"Comedy, Drama, School, Slice of Life, Supernatural",TV,26,"Little Busters! [TYPE] TV [GENRE] Comedy, Drama, School, Slice of Life, Supernatural [EP] 26"
18229,Gatchaman Crowds,"Adventure, Sci-Fi",TV,12,"Gatchaman Crowds [TYPE] TV [GENRE] Adventure, Sci-Fi [EP] 12"
4874,Pokemon: Pikachu no Fuyuyasumi,"Adventure, Comedy, Fantasy, Kids",OVA,2,"Pokemon: Pikachu no Fuyuyasumi [TYPE] OVA [GENRE] Adventure, Comedy, Fantasy, Kids [EP] 2"
11235,Amagami SS+ Plus,"Comedy, Romance, School, Slice of Life",TV,13,"Amagami SS+ Plus [TYPE] TV [GENRE] Comedy, Romance, School, Slice of Life [EP] 13"
3594,Tears to Tiara,"Action, Adventure, Fantasy, Magic",TV,26,"Tears to Tiara [TYPE] TV [GENRE] Action, Adventure, Fantasy, Magic [EP] 26"
12611,Sengoku Collection,"Fantasy, Parody, Samurai",TV,26,"Sengoku Collection [TYPE] TV [GENRE] Fantasy, Parody, Samurai [EP] 26"
5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance",Special,1,"Akaneiro ni Somaru Saka: Hardcore [TYPE] Special [GENRE] Comedy, Ecchi, Harem, Romance [EP] 1"
13391,Rakuen Tsuihou: Expelled from Paradise,"Action, Mecha, Sci-Fi",Movie,1,"Rakuen Tsuihou: Expelled from Paradise [TYPE] Movie [GENRE] Action, Mecha, Sci-Fi [EP] 1"
7088,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,12,"Ichiban Ushiro no Daimaou [TYPE] TV [GENRE] Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen [EP] 12"
11005,Holy Knight,"Ecchi, Fantasy, School, Seinen, Supernatural, Vampire",OVA,2,"Holy Knight [TYPE] OVA [GENRE] Ecchi, Fantasy, School, Seinen, Supernatural, Vampire [EP] 2"
5713,Minami-ke Betsubara,"Comedy, Slice of Life",OVA,1,"Minami-ke Betsubara [TYPE] OVA [GENRE] Comedy, Slice of Life [EP] 1"
444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13,"Maria-sama ga Miteru: Haru [TYPE] TV [GENRE] Drama, Romance, School, Shoujo, Shoujo Ai [EP] 13"
97,Last Exile,"Action, Adventure, Sci-Fi",TV,26,"Last Exile [TYPE] TV [GENRE] Action, Adventure, Sci-Fi [EP] 26"
8514,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,"Break Blade 2: Ketsubetsu no Michi [TYPE] Movie [GENRE] Action, Fantasy, Mecha, Military, Shounen [EP] 1"
3299,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,"H2O: Footprints in the Sand [TYPE] TV [GENRE] Harem, Romance, School [EP] 12"
48,.hack//Sign,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26,".hack//Sign [TYPE] TV [GENRE] Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi [EP] 26"
9062,Angel Beats! Specials,"Action, Comedy, School, Supernatural",Special,2,"Angel Beats! Specials [TYPE] Special [GENRE] Action, Comedy, School, Supernatural [EP] 2"
10163,C: The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller",TV,11,"C: The Money of Soul and Possibility Control [TYPE] TV [GENRE] Action, Mystery, Super Power, Thriller [EP] 11"
12679,Joshiraku,"Comedy, Slice of Life",TV,13,"Joshiraku [TYPE] TV [GENRE] Comedy, Slice of Life [EP] 13"
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",OVA,1,"Natsume Yuujinchou: Itsuka Yuki no Hi ni [TYPE] OVA [GENRE] Drama, Fantasy, Shoujo, Slice of Life, Supernatural [EP] 1"
863,Joshikousei: Girl&#039;s High,"Comedy, Drama, Ecchi, School, Slice of Life",TV,12,"Joshikousei: Girl&#039;s High [TYPE] TV [GENRE] Comedy, Drama, Ecchi, School, Slice of Life [EP] 12"
21085,Witch Craft Works,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12,"Witch Craft Works [TYPE] TV [GENRE] Action, Fantasy, Magic, Seinen, Supernatural [EP] 12"
8449,Togainu no Chi,"Action, Sci-Fi, Shounen Ai",TV,12,"Togainu no Chi [TYPE] TV [GENRE] Action, Sci-Fi, Shounen Ai [EP] 12"
10572,Ro-Kyu-Bu!,"Comedy, Ecchi, School, Sports",TV,12,"Ro-Kyu-Bu! [TYPE] TV [GENRE] Comedy, Ecchi, School, Sports [EP] 12"
31904,Big Order (TV),"Action, Shounen, Super Power",TV,10,"Big Order (TV) [TYPE] TV [GENRE] Action, Shounen, Super Power [EP] 10"
20655,Amnesia OVA,"Fantasy, Shoujo",OVA,1,"Amnesia OVA [TYPE] OVA [GENRE] Fantasy, Shoujo [EP] 1"
25157,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",TV,12,"Trinity Seven [TYPE] TV [GENRE] Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural [EP] 12"
554,Koutetsu Tenshi Kurumi,"Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen",TV,24,"Koutetsu Tenshi Kurumi [TYPE] TV [GENRE] Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen [EP] 24"
25781,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",OVA,2,"Shingeki no Kyojin: Kuinaki Sentaku [TYPE] OVA [GENRE] Action, Fantasy, Shoujo, Supernatural [EP] 2"
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,"Action, Mecha, Sci-Fi, Space, Super Power",Movie,1,"Tengen Toppa Gurren Lagann Movie: Lagann-hen [TYPE] Movie [GENRE] Action, Mecha, Sci-Fi, Space, Super Power [EP] 1"
1726,Devil May Cry,"Action, Demons, Fantasy",TV,12,"Devil May Cry [TYPE] TV [GENRE] Action, Demons, Fantasy [EP] 12"
14527,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,"Medaka Box Abnormal [TYPE] TV [GENRE] Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power [EP] 12"
1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25,"Yamato Nadeshiko Shichihenge♥ [TYPE] TV [GENRE] Comedy, Shoujo [EP] 25"
474,Macross Plus,"Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,4,"Macross Plus [TYPE] OVA [GENRE] Drama, Mecha, Military, Romance, Sci-Fi, Space [EP] 4"
6682,11eyes,"Action, Ecchi, Super Power, Supernatural",TV,12,"11eyes [TYPE] TV [GENRE] Action, Ecchi, Super Power, Supernatural [EP] 12"
761,Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy, Shounen",Special,1,"Naruto: Akaki Yotsuba no Clover wo Sagase [TYPE] Special [GENRE] Adventure, Comedy, Shounen [EP] 1"
9712,Maria†Holic Alive,"Comedy, Parody, School, Shoujo Ai",TV,12,"Maria†Holic Alive [TYPE] TV [GENRE] Comedy, Parody, School, Shoujo Ai [EP] 12"
325,Peach Girl,"Drama, Romance, Shoujo, Slice of Life",TV,25,"Peach Girl [TYPE] TV [GENRE] Drama, Romance, Shoujo, Slice of Life [EP] 25"
1583,009-1,"Action, Mecha, Sci-Fi, Seinen",TV,12,"009-1 [TYPE] TV [GENRE] Action, Mecha, Sci-Fi, Seinen [EP] 12"
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Drama, Ecchi, Harem, Romance",TV,12,"Yosuga no Sora: In Solitude, Where We Are Least Alone. [TYPE] TV [GENRE] Drama, Ecchi, Harem, Romance [EP] 12"
31181,Owarimonogatari,"Comedy, Mystery, Supernatural",TV,12,"Owarimonogatari [TYPE] TV [GENRE] Comedy, Mystery, Supernatural [EP] 12"
732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,"Vampire Hunter D [TYPE] Movie [GENRE] Action, Horror, Sci-Fi, Supernatural, Vampire [EP] 1"
8841,Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,12,"Kore wa Zombie Desu ka? [TYPE] TV [GENRE] Action, Comedy, Ecchi, Harem, Magic, Supernatural [EP] 12"
17729,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School",TV,13,"Grisaia no Kajitsu [TYPE] TV [GENRE] Drama, Harem, Psychological, Romance, School [EP] 13"
1654,Kashimashi: Girl Meets Girl OVA,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",OVA,1,"Kashimashi: Girl Meets Girl OVA [TYPE] OVA [GENRE] Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life [EP] 1"
31914,Shoujo-tachi wa Kouya wo Mezasu,School,TV,12,Shoujo-tachi wa Kouya wo Mezasu [TYPE] TV [GENRE] School [EP] 12
11319,Zero no Tsukaima F,"Adventure, Ecchi, Fantasy, Magic, Romance",TV,12,"Zero no Tsukaima F [TYPE] TV [GENRE] Adventure, Ecchi, Fantasy, Magic, Romance [EP] 12"
32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12,"Mob Psycho 100 [TYPE] TV [GENRE] Action, Comedy, Slice of Life, Supernatural [EP] 12"
14199,Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School",TV,12,"Oniichan dakedo Ai Sae Areba Kankeinai yo ne! [TYPE] TV [GENRE] Comedy, Ecchi, Harem, Romance, School [EP] 12"
14189,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural",Special,1,"Tasogare Otome x Amnesia: Taima Otome [TYPE] Special [GENRE] Horror, Mystery, Romance, School, Shounen, Supernatural [EP] 1"
6287,Akikan!: Kan Ippatsu!? Onsen Panic,"Comedy, Ecchi",OVA,1,"Akikan!: Kan Ippatsu!? Onsen Panic [TYPE] OVA [GENRE] Comedy, Ecchi [EP] 1"
1974,Glass no Kamen (2005),"Drama, Shoujo",TV,51,"Glass no Kamen (2005) [TYPE] TV [GENRE] Drama, Shoujo [EP] 51"
30385,Valkyrie Drive: Mermaid,"Action, Ecchi, Fantasy, Shoujo Ai",TV,12,"Valkyrie Drive: Mermaid [TYPE] TV [GENRE] Action, Ecchi, Fantasy, Shoujo Ai [EP] 12"
1482,D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,103,"D.Gray-man [TYPE] TV [GENRE] Action, Adventure, Comedy, Shounen [EP] 103"
1133,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,"Tenchi Muyou! GXP [TYPE] TV [GENRE] Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space [EP] 26"
134,Gunslinger Girl,"Action, Drama, Military, Psychological, Sci-Fi",TV,13,"Gunslinger Girl [TYPE] TV [GENRE] Action, Drama, Military, Psychological, Sci-Fi [EP] 13"
12255,Carnival Phantasm: Illya-jou,"Comedy, Parody",Special,1,"Carnival Phantasm: Illya-jou [TYPE] Special [GENRE] Comedy, Parody [EP] 1"
10611,R-15,"Comedy, Ecchi, Harem, Romance, School",TV,12,"R-15 [TYPE] TV [GENRE] Comedy, Ecchi, Harem, Romance, School [EP] 12"
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School",TV,13,"Ore no Kanojo to Osananajimi ga Shuraba Sugiru [TYPE] TV [GENRE] Comedy, Harem, Romance, School [EP] 13"
10588,Persona 4 the Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,25,"Persona 4 the Animation [TYPE] TV [GENRE] Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural [EP] 25"
1170,Slayers Special,"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural",OVA,3,"Slayers Special [TYPE] OVA [GENRE] Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural [EP] 3"
9355,Sekirei: Pure Engagement - Kanwa ni Dai,"Comedy, Ecchi, Harem",Special,1,"Sekirei: Pure Engagement - Kanwa ni Dai [TYPE] Special [GENRE] Comedy, Ecchi, Harem [EP] 1"
9617,K-On! Movie,"Comedy, Music, Slice of Life",Movie,1,"K-On! Movie [TYPE] Movie [GENRE] Comedy, Music, Slice of Life [EP] 1"
17341,Yama no Susume: Kabette Kowakunai no?,"Comedy, Slice of Life",Special,1,"Yama no Susume: Kabette Kowakunai no? [TYPE] Special [GENRE] Comedy, Slice of Life [EP] 1"
6372,Higashi no Eden Movie I: The King of Eden,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",Movie,1,"Higashi no Eden Movie I: The King of Eden [TYPE] Movie [GENRE] Comedy, Drama, Mystery, Romance, Slice of Life, Thriller [EP] 1"
30705,Makura no Danshi,Shoujo,TV,12,Makura no Danshi [TYPE] TV [GENRE] Shoujo [EP] 12
1157,Final Fantasy: Unlimited,"Action, Adventure, Fantasy, Sci-Fi, Shounen",TV,25,"Final Fantasy: Unlimited [TYPE] TV [GENRE] Action, Adventure, Fantasy, Sci-Fi, Shounen [EP] 25"
276,Mahoromatic: Automatic Maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,"Mahoromatic: Automatic Maiden [TYPE] TV [GENRE] Comedy, Ecchi, Military, Romance, Sci-Fi [EP] 12"
76,Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama, Magic, Super Power",TV,13,"Mahou Shoujo Lyrical Nanoha [TYPE] TV [GENRE] Action, Comedy, Drama, Magic, Super Power [EP] 13"
19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",TV,13,"Kanojo ga Flag wo Oraretara [TYPE] TV [GENRE] Comedy, Harem, Romance, School [EP] 13"
82,Mobile Suit Gundam 0080: War in the Pocket,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,"Mobile Suit Gundam 0080: War in the Pocket [TYPE] OVA [GENRE] Adventure, Drama, Mecha, Military, Sci-Fi, Space [EP] 6"
31405,Joker Game,"Drama, Historical, Military",TV,12,"Joker Game [TYPE] TV [GENRE] Drama, Historical, Military [EP] 12"
6773,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",TV,24,"Shakugan no Shana III (Final) [TYPE] TV [GENRE] Action, Drama, Fantasy, Romance, Supernatural [EP] 24"
24475,Mangaka-san to Assistant-san to The Animation Specials,"Comedy, Ecchi, Harem, Seinen, Slice of Life",Special,6,"Mangaka-san to Assistant-san to The Animation Specials [TYPE] Special [GENRE] Comedy, Ecchi, Harem, Seinen, Slice of Life [EP] 6"
